year,primary_topic,topic_bucket,count
2017,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,495
2017,Evolutionary Algorithms and Applications,ML Theory & Optimization,1029
2017,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,45
2017,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,182
2017,Fuzzy Logic and Control Systems,Robotics,1109
2017,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,567
2017,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,2686
2017,Hate Speech and Cyberbullying Detection,NLP,663
2017,Imbalanced Data Classification Techniques,Core ML / Deep Learning,678
2017,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,705
2017,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,930
2017,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,154
2017,"Law, AI, and Intellectual Property",AI Ethics & Fairness,432
2017,Linguistic Studies and Language Acquisition,NLP,1363
2017,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1346
2017,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1339
2017,Machine Learning and Algorithms,Core ML / Deep Learning,696
2017,Machine Learning and Data Classification,Core ML / Deep Learning,704
2017,Machine Learning and ELM,Core ML / Deep Learning,838
2017,Machine Learning in Healthcare,Core ML / Deep Learning,453
2017,Mathematical Control Systems and Analysis,Robotics,308
2017,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2302
2017,Multi-Agent Systems and Negotiation,Reinforcement Learning,825
2017,Natural Language Processing Techniques,NLP,4864
2017,Neural Networks and Applications,Core ML / Deep Learning,3127
2017,Neural Networks and Reservoir Computing,Core ML / Deep Learning,466
2017,Organizational and Employee Performance,Applied / Interdisciplinary AI,671
2017,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,1639
2017,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,207
2017,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1673
2017,Quantum Information and Cryptography,ML Theory & Optimization,3448
2017,Reinforcement Learning in Robotics,Robotics,931
2017,Security and Verification in Computing,Applied / Interdisciplinary AI,1003
2017,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,679
2017,Semantic Web and Ontologies,NLP,3183
2017,Sentiment Analysis and Opinion Mining,NLP,2014
2017,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,1225
2017,Speech Recognition and Synthesis,NLP,1822
2017,Speech and dialogue systems,NLP,769
2017,Statistical and Computational Modeling,Applied / Interdisciplinary AI,347
2017,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,471
2017,Target Tracking and Data Fusion in Sensor Networks,Robotics,1632
2017,Text Readability and Simplification,NLP,273
2017,Text and Document Classification Technologies,NLP,939
2017,Topic Modeling,NLP,3313
2017,Wireless Signal Modulation Classification,Core ML / Deep Learning,277
2018,AI and Multimedia in Education,Applied / Interdisciplinary AI,93
2018,AI in Service Interactions,Applied / Interdisciplinary AI,517
2018,AI in cancer detection,Healthcare AI,1876
2018,AI-based Problem Solving and Planning,Robotics,603
2018,Advanced Clustering Algorithms Research,Core ML / Deep Learning,1081
2018,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1128
2018,Advanced Graph Neural Networks,Core ML / Deep Learning,952
2018,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1040
2018,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,230
2018,Advanced Text Analysis Techniques,NLP,1330
2018,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,1213
2018,Algorithms and Data Compression,ML Theory & Optimization,1374
2018,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,2161
2018,Artificial Intelligence Applications,Applied / Interdisciplinary AI,151
2018,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1024
2018,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,441
2018,Bayesian Methods and Mixture Models,ML Theory & Optimization,1133
2018,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1205
2018,Coding theory and cryptography,ML Theory & Optimization,1676
2018,Cognitive Computing and Networks,Applied / Interdisciplinary AI,285
2018,Cognitive Science and Mapping,Applied / Interdisciplinary AI,934
2018,Computational Physics and Python Applications,Applied / Interdisciplinary AI,1042
2018,Computer Science and Engineering,Applied / Interdisciplinary AI,1243
2018,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1265
2018,Cryptography and Data Security,Applied / Interdisciplinary AI,2949
2018,Data Analysis with R,Applied / Interdisciplinary AI,631
2018,Data Stream Mining Techniques,Applied / Interdisciplinary AI,821
2018,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,80
2018,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,1145
2018,Edcuational Technology Systems,Applied / Interdisciplinary AI,2703
2018,Educational Robotics and Engineering,Robotics,2065
2018,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,618
2018,Evolutionary Algorithms and Applications,ML Theory & Optimization,1048
2018,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,44
2018,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,406
2018,Fuzzy Logic and Control Systems,Robotics,1075
2018,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,693
2018,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,2995
2018,Hate Speech and Cyberbullying Detection,NLP,943
2018,Imbalanced Data Classification Techniques,Core ML / Deep Learning,915
2018,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,755
2018,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1072
2018,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,177
2018,"Law, AI, and Intellectual Property",AI Ethics & Fairness,511
2018,Linguistic Studies and Language Acquisition,NLP,1402
2018,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1339
2018,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1663
2018,Machine Learning and Algorithms,Core ML / Deep Learning,867
2018,Machine Learning and Data Classification,Core ML / Deep Learning,920
2018,Machine Learning and ELM,Core ML / Deep Learning,989
2018,Machine Learning in Healthcare,Core ML / Deep Learning,708
2018,Mathematical Control Systems and Analysis,Robotics,342
2018,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2471
2018,Multi-Agent Systems and Negotiation,Reinforcement Learning,801
2018,Natural Language Processing Techniques,NLP,5781
2018,Neural Networks and Applications,Core ML / Deep Learning,3718
2018,Neural Networks and Reservoir Computing,Core ML / Deep Learning,604
2018,Organizational and Employee Performance,Applied / Interdisciplinary AI,924
2018,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,2051
2018,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,220
2018,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1973
2018,Quantum Information and Cryptography,ML Theory & Optimization,3393
2018,Reinforcement Learning in Robotics,Robotics,1444
2018,Security and Verification in Computing,Applied / Interdisciplinary AI,1178
2018,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,741
2018,Semantic Web and Ontologies,NLP,3081
2018,Sentiment Analysis and Opinion Mining,NLP,2670
2018,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,1454
2018,Speech Recognition and Synthesis,NLP,2255
2018,Speech and dialogue systems,NLP,966
2018,Statistical and Computational Modeling,Applied / Interdisciplinary AI,408
2018,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,701
2018,Target Tracking and Data Fusion in Sensor Networks,Robotics,1637
2018,Text Readability and Simplification,NLP,341
2018,Text and Document Classification Technologies,NLP,1138
2018,Topic Modeling,NLP,5276
2018,Wireless Signal Modulation Classification,Core ML / Deep Learning,369
2019,AI and Multimedia in Education,Applied / Interdisciplinary AI,121
2019,AI in Service Interactions,Applied / Interdisciplinary AI,764
2019,AI in cancer detection,Healthcare AI,2479
2019,AI-based Problem Solving and Planning,Robotics,560
2019,Advanced Clustering Algorithms Research,Core ML / Deep Learning,1044
2019,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1037
2019,Advanced Graph Neural Networks,Core ML / Deep Learning,1524
2019,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,851
2019,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,298
2019,Advanced Text Analysis Techniques,NLP,1396
2019,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,2130
2019,Algorithms and Data Compression,ML Theory & Optimization,1337
2019,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,2731
2019,Artificial Intelligence Applications,Applied / Interdisciplinary AI,196
2019,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1009
2019,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,491
2019,Bayesian Methods and Mixture Models,ML Theory & Optimization,1267
2019,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1175
2019,Coding theory and cryptography,ML Theory & Optimization,1781
2019,Cognitive Computing and Networks,Applied / Interdisciplinary AI,290
2019,Cognitive Science and Mapping,Applied / Interdisciplinary AI,961
2019,Computational Physics and Python Applications,Applied / Interdisciplinary AI,1199
2019,Computer Science and Engineering,Applied / Interdisciplinary AI,1358
2019,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1333
2019,Cryptography and Data Security,Applied / Interdisciplinary AI,3116
2019,Data Analysis with R,Applied / Interdisciplinary AI,717
2019,Data Stream Mining Techniques,Applied / Interdisciplinary AI,948
2019,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,82
2019,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,1918
2019,Edcuational Technology Systems,Applied / Interdisciplinary AI,3500
2019,Educational Robotics and Engineering,Robotics,2120
2019,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,704
2019,Evolutionary Algorithms and Applications,ML Theory & Optimization,1003
2019,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,39
2019,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,789
2019,Fuzzy Logic and Control Systems,Robotics,1066
2019,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,810
2019,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,3573
2019,Hate Speech and Cyberbullying Detection,NLP,1323
2019,Imbalanced Data Classification Techniques,Core ML / Deep Learning,1142
2019,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,720
2019,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1159
2019,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,177
2019,"Law, AI, and Intellectual Property",AI Ethics & Fairness,721
2019,Linguistic Studies and Language Acquisition,NLP,1466
2019,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1358
2019,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1361
2019,Machine Learning and Algorithms,Core ML / Deep Learning,897
2019,Machine Learning and Data Classification,Core ML / Deep Learning,1283
2019,Machine Learning and ELM,Core ML / Deep Learning,1047
2019,Machine Learning in Healthcare,Core ML / Deep Learning,1064
2019,Mathematical Control Systems and Analysis,Robotics,336
2019,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2511
2019,Multi-Agent Systems and Negotiation,Reinforcement Learning,692
2019,Natural Language Processing Techniques,NLP,6071
2019,Neural Networks and Applications,Core ML / Deep Learning,3798
2019,Neural Networks and Reservoir Computing,Core ML / Deep Learning,818
2019,Organizational and Employee Performance,Applied / Interdisciplinary AI,1296
2019,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,2413
2019,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,178
2019,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,2565
2019,Quantum Information and Cryptography,ML Theory & Optimization,3916
2019,Reinforcement Learning in Robotics,Robotics,2227
2019,Security and Verification in Computing,Applied / Interdisciplinary AI,1236
2019,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,857
2019,Semantic Web and Ontologies,NLP,2828
2019,Sentiment Analysis and Opinion Mining,NLP,2848
2019,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,1588
2019,Speech Recognition and Synthesis,NLP,2481
2019,Speech and dialogue systems,NLP,927
2019,Statistical and Computational Modeling,Applied / Interdisciplinary AI,476
2019,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,933
2019,Target Tracking and Data Fusion in Sensor Networks,Robotics,1690
2019,Text Readability and Simplification,NLP,383
2019,Text and Document Classification Technologies,NLP,1198
2019,Topic Modeling,NLP,7302
2019,Wireless Signal Modulation Classification,Core ML / Deep Learning,713
2020,AI and Multimedia in Education,Applied / Interdisciplinary AI,266
2020,AI in Service Interactions,Applied / Interdisciplinary AI,1156
2020,AI in cancer detection,Healthcare AI,3088
2020,AI-based Problem Solving and Planning,Robotics,552
2020,Advanced Clustering Algorithms Research,Core ML / Deep Learning,1023
2020,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,988
2020,Advanced Graph Neural Networks,Core ML / Deep Learning,2226
2020,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,740
2020,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,620
2020,Advanced Text Analysis Techniques,NLP,1373
2020,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,3291
2020,Algorithms and Data Compression,ML Theory & Optimization,1235
2020,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,3402
2020,Artificial Intelligence Applications,Applied / Interdisciplinary AI,223
2020,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1096
2020,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,534
2020,Bayesian Methods and Mixture Models,ML Theory & Optimization,1161
2020,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1195
2020,Coding theory and cryptography,ML Theory & Optimization,1831
2020,Cognitive Computing and Networks,Applied / Interdisciplinary AI,315
2020,Cognitive Science and Mapping,Applied / Interdisciplinary AI,963
2020,Computational Physics and Python Applications,Applied / Interdisciplinary AI,1326
2020,Computer Science and Engineering,Applied / Interdisciplinary AI,1493
2020,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1304
2020,Cryptography and Data Security,Applied / Interdisciplinary AI,3099
2020,Data Analysis with R,Applied / Interdisciplinary AI,855
2020,Data Stream Mining Techniques,Applied / Interdisciplinary AI,1010
2020,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,46
2020,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,2895
2020,Edcuational Technology Systems,Applied / Interdisciplinary AI,4195
2020,Educational Robotics and Engineering,Robotics,2273
2020,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,1392
2020,Evolutionary Algorithms and Applications,ML Theory & Optimization,1112
2020,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,47
2020,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,1356
2020,Fuzzy Logic and Control Systems,Robotics,1017
2020,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,955
2020,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,3629
2020,Hate Speech and Cyberbullying Detection,NLP,1815
2020,Imbalanced Data Classification Techniques,Core ML / Deep Learning,1402
2020,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,837
2020,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1245
2020,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,181
2020,"Law, AI, and Intellectual Property",AI Ethics & Fairness,946
2020,Linguistic Studies and Language Acquisition,NLP,1596
2020,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1252
2020,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1345
2020,Machine Learning and Algorithms,Core ML / Deep Learning,1077
2020,Machine Learning and Data Classification,Core ML / Deep Learning,1479
2020,Machine Learning and ELM,Core ML / Deep Learning,1006
2020,Machine Learning in Healthcare,Core ML / Deep Learning,1353
2020,Mathematical Control Systems and Analysis,Robotics,358
2020,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2754
2020,Multi-Agent Systems and Negotiation,Reinforcement Learning,691
2020,Natural Language Processing Techniques,NLP,6257
2020,Neural Networks and Applications,Core ML / Deep Learning,3903
2020,Neural Networks and Reservoir Computing,Core ML / Deep Learning,1040
2020,Organizational and Employee Performance,Applied / Interdisciplinary AI,1569
2020,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,3452
2020,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,198
2020,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,3325
2020,Quantum Information and Cryptography,ML Theory & Optimization,3970
2020,Reinforcement Learning in Robotics,Robotics,2569
2020,Security and Verification in Computing,Applied / Interdisciplinary AI,1150
2020,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,1136
2020,Semantic Web and Ontologies,NLP,2642
2020,Sentiment Analysis and Opinion Mining,NLP,3325
2020,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,1780
2020,Speech Recognition and Synthesis,NLP,2861
2020,Speech and dialogue systems,NLP,810
2020,Statistical and Computational Modeling,Applied / Interdisciplinary AI,472
2020,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,1128
2020,Target Tracking and Data Fusion in Sensor Networks,Robotics,1488
2020,Text Readability and Simplification,NLP,381
2020,Text and Document Classification Technologies,NLP,1182
2020,Topic Modeling,NLP,8925
2020,Wireless Signal Modulation Classification,Core ML / Deep Learning,862
2021,AI and Multimedia in Education,Applied / Interdisciplinary AI,556
2021,AI in Service Interactions,Applied / Interdisciplinary AI,1471
2021,AI in cancer detection,Healthcare AI,3666
2021,AI-based Problem Solving and Planning,Robotics,644
2021,Advanced Clustering Algorithms Research,Core ML / Deep Learning,946
2021,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,879
2021,Advanced Graph Neural Networks,Core ML / Deep Learning,3010
2021,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,668
2021,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,854
2021,Advanced Text Analysis Techniques,NLP,1355
2021,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,4188
2021,Algorithms and Data Compression,ML Theory & Optimization,1141
2021,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,4330
2021,Artificial Intelligence Applications,Applied / Interdisciplinary AI,285
2021,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1111
2021,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,484
2021,Bayesian Methods and Mixture Models,ML Theory & Optimization,1323
2021,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1385
2021,Coding theory and cryptography,ML Theory & Optimization,1947
2021,Cognitive Computing and Networks,Applied / Interdisciplinary AI,268
2021,Cognitive Science and Mapping,Applied / Interdisciplinary AI,946
2021,Computational Physics and Python Applications,Applied / Interdisciplinary AI,1447
2021,Computer Science and Engineering,Applied / Interdisciplinary AI,1481
2021,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1335
2021,Cryptography and Data Security,Applied / Interdisciplinary AI,3143
2021,Data Analysis with R,Applied / Interdisciplinary AI,704
2021,Data Stream Mining Techniques,Applied / Interdisciplinary AI,1088
2021,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,36
2021,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,4256
2021,Edcuational Technology Systems,Applied / Interdisciplinary AI,4867
2021,Educational Robotics and Engineering,Robotics,2224
2021,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,1818
2021,Evolutionary Algorithms and Applications,ML Theory & Optimization,1039
2021,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,32
2021,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,1969
2021,Fuzzy Logic and Control Systems,Robotics,856
2021,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,1104
2021,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,3753
2021,Hate Speech and Cyberbullying Detection,NLP,2281
2021,Imbalanced Data Classification Techniques,Core ML / Deep Learning,1708
2021,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,760
2021,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1393
2021,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,159
2021,"Law, AI, and Intellectual Property",AI Ethics & Fairness,1032
2021,Linguistic Studies and Language Acquisition,NLP,1279
2021,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1412
2021,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1370
2021,Machine Learning and Algorithms,Core ML / Deep Learning,1199
2021,Machine Learning and Data Classification,Core ML / Deep Learning,1789
2021,Machine Learning and ELM,Core ML / Deep Learning,997
2021,Machine Learning in Healthcare,Core ML / Deep Learning,1539
2021,Mathematical Control Systems and Analysis,Robotics,372
2021,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2896
2021,Multi-Agent Systems and Negotiation,Reinforcement Learning,666
2021,Natural Language Processing Techniques,NLP,6593
2021,Neural Networks and Applications,Core ML / Deep Learning,4211
2021,Neural Networks and Reservoir Computing,Core ML / Deep Learning,1469
2021,Organizational and Employee Performance,Applied / Interdisciplinary AI,1970
2021,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,4721
2021,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,152
2021,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,4595
2021,Quantum Information and Cryptography,ML Theory & Optimization,4646
2021,Reinforcement Learning in Robotics,Robotics,3189
2021,Security and Verification in Computing,Applied / Interdisciplinary AI,1234
2021,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,1184
2021,Semantic Web and Ontologies,NLP,2322
2021,Sentiment Analysis and Opinion Mining,NLP,3834
2021,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,2021
2021,Speech Recognition and Synthesis,NLP,3319
2021,Speech and dialogue systems,NLP,843
2021,Statistical and Computational Modeling,Applied / Interdisciplinary AI,537
2021,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,1125
2021,Target Tracking and Data Fusion in Sensor Networks,Robotics,1705
2021,Text Readability and Simplification,NLP,499
2021,Text and Document Classification Technologies,NLP,1236
2021,Topic Modeling,NLP,11237
2021,Wireless Signal Modulation Classification,Core ML / Deep Learning,1164
2022,AI and Multimedia in Education,Applied / Interdisciplinary AI,577
2022,AI in Service Interactions,Applied / Interdisciplinary AI,2014
2022,AI in cancer detection,Healthcare AI,4677
2022,AI-based Problem Solving and Planning,Robotics,504
2022,Advanced Clustering Algorithms Research,Core ML / Deep Learning,981
2022,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,872
2022,Advanced Graph Neural Networks,Core ML / Deep Learning,3714
2022,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,645
2022,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,1177
2022,Advanced Text Analysis Techniques,NLP,1324
2022,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,4706
2022,Algorithms and Data Compression,ML Theory & Optimization,1075
2022,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,4968
2022,Artificial Intelligence Applications,Applied / Interdisciplinary AI,354
2022,Artificial Intelligence in Games,Applied / Interdisciplinary AI,1033
2022,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,495
2022,Bayesian Methods and Mixture Models,ML Theory & Optimization,1242
2022,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1348
2022,Coding theory and cryptography,ML Theory & Optimization,1995
2022,Cognitive Computing and Networks,Applied / Interdisciplinary AI,321
2022,Cognitive Science and Mapping,Applied / Interdisciplinary AI,975
2022,Computational Physics and Python Applications,Applied / Interdisciplinary AI,1576
2022,Computer Science and Engineering,Applied / Interdisciplinary AI,1796
2022,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1376
2022,Cryptography and Data Security,Applied / Interdisciplinary AI,3187
2022,Data Analysis with R,Applied / Interdisciplinary AI,974
2022,Data Stream Mining Techniques,Applied / Interdisciplinary AI,1103
2022,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,32
2022,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,4963
2022,Edcuational Technology Systems,Applied / Interdisciplinary AI,5195
2022,Educational Robotics and Engineering,Robotics,2368
2022,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,1804
2022,Evolutionary Algorithms and Applications,ML Theory & Optimization,1074
2022,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,22
2022,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,2346
2022,Fuzzy Logic and Control Systems,Robotics,826
2022,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,879
2022,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,3799
2022,Hate Speech and Cyberbullying Detection,NLP,2627
2022,Imbalanced Data Classification Techniques,Core ML / Deep Learning,1915
2022,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,761
2022,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,1451
2022,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,176
2022,"Law, AI, and Intellectual Property",AI Ethics & Fairness,1101
2022,Linguistic Studies and Language Acquisition,NLP,1134
2022,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1284
2022,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1089
2022,Machine Learning and Algorithms,Core ML / Deep Learning,1154
2022,Machine Learning and Data Classification,Core ML / Deep Learning,2075
2022,Machine Learning and ELM,Core ML / Deep Learning,1159
2022,Machine Learning in Healthcare,Core ML / Deep Learning,1663
2022,Mathematical Control Systems and Analysis,Robotics,325
2022,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,3095
2022,Multi-Agent Systems and Negotiation,Reinforcement Learning,568
2022,Natural Language Processing Techniques,NLP,6818
2022,Neural Networks and Applications,Core ML / Deep Learning,4630
2022,Neural Networks and Reservoir Computing,Core ML / Deep Learning,1883
2022,Organizational and Employee Performance,Applied / Interdisciplinary AI,2581
2022,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,6114
2022,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,201
2022,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,5979
2022,Quantum Information and Cryptography,ML Theory & Optimization,5232
2022,Reinforcement Learning in Robotics,Robotics,3212
2022,Security and Verification in Computing,Applied / Interdisciplinary AI,1171
2022,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,1068
2022,Semantic Web and Ontologies,NLP,2257
2022,Sentiment Analysis and Opinion Mining,NLP,4272
2022,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,2200
2022,Speech Recognition and Synthesis,NLP,3666
2022,Speech and dialogue systems,NLP,997
2022,Statistical and Computational Modeling,Applied / Interdisciplinary AI,436
2022,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,1175
2022,Target Tracking and Data Fusion in Sensor Networks,Robotics,1537
2022,Text Readability and Simplification,NLP,555
2022,Text and Document Classification Technologies,NLP,1390
2022,Topic Modeling,NLP,10885
2022,Wireless Signal Modulation Classification,Core ML / Deep Learning,1289
2023,AI and Multimedia in Education,Applied / Interdisciplinary AI,315
2023,AI in Service Interactions,Applied / Interdisciplinary AI,2878
2023,AI in cancer detection,Healthcare AI,5777
2023,AI-based Problem Solving and Planning,Robotics,568
2023,Advanced Clustering Algorithms Research,Core ML / Deep Learning,998
2023,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,972
2023,Advanced Graph Neural Networks,Core ML / Deep Learning,4497
2023,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,509
2023,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,1189
2023,Advanced Text Analysis Techniques,NLP,1527
